mapa,monster_id,amount,eh_re
gl_cas02,1191,2,True
gl_cas02,1275,1,True
gl_cas02,1185,1,True
gl_cas02,1203,1,True
gl_cas02,1204,1,True
gl_church,1117,85,True
gl_church,1192,78,True
gl_church,1191,12,True
gl_chyard,1198,95,True
gl_chyard,1192,55,True
gl_chyard,1117,15,True
gl_chyard,1191,4,True
gl_chyard,1035,4,True
gl_chyard,1302,1,True
gl_dun01,1194,53,True
gl_dun01,1207,43,True
gl_dun02,1310,52,True
gl_dun02,1253,17,True
gl_in01,1143,25,True
gl_in01,1281,17,True
gl_in01,1260,12,True
gl_in01,1195,10,True
gl_in01,1208,1,True
gl_in01,1275,1,True
gl_knt01,1163,126,True
gl_knt01,1195,29,True
gl_knt01,1276,14,True
gl_knt01,1219,14,True
gl_knt01,1132,14,True
gl_knt01,1275,1,True
gl_knt01,1186,1,True
gl_knt01,1084,12,True
gl_knt02,1163,101,True
gl_knt02,1132,50,True
gl_knt02,1276,38,True
gl_knt02,1219,7,True
gl_knt02,1275,1,True
gl_knt02,1203,1,True
gl_knt02,1268,1,True
gl_prison,1197,38,True
gl_prison,1257,25,True
gl_prison,1201,19,True
gl_prison,1035,12,True
gl_prison1,1257,40,True
gl_prison1,1196,30,True
gl_prison1,1201,10,True
gl_prison1,1202,10,True
gl_prison1,1035,10,True
gl_prison1,1209,5,True
gl_prison1,1200,1,True
gl_sew01,1179,66,True
gl_sew01,1253,49,True
gl_sew01,1194,16,True
gl_sew02,1253,89,True
gl_sew02,1209,24,True
gl_sew03,1207,99,True
gl_sew03,1253,56,True
gl_sew04,1206,126,True
gl_sew04,1253,25,True
gl_sew04,1111,12,True
gl_step,1263,138,True
gl_step,1276,13,True
gl_step,1191,6,True
gl_cas02_,2480,4,True
gl_cas02_,2485,1,True
gl_cas02_,2479,19,True
gl_cas02_,2478,10,True
gl_cas02_,2477,60,True
gl_cas02_,1203,1,True
gl_cas02_,1275,1,True
gl_cas02_,1185,1,True
gl_cas02_,2483,1,True
gl_chyard_,2481,91,True
gl_chyard_,1291,31,True
gl_chyard_,2480,22,True
gl_chyard_,2479,34,True
schg_dun01,1978,20,True
schg_dun01,1979,20,True
schg_dun01,1977,15,True
schg_dun01,1976,15,True
arug_dun01,1974,22,True
arug_dun01,1975,22,True
arug_dun01,1796,22,True
arug_dun01,1870,18,True
arug_dun01,1797,5,True
gld_dun01,1311,30,True
gld_dun01,1306,55,True
gld_dun01,1307,3,True
gld_dun01_2,1290,50,True
gld_dun01_2,1301,15,True
gld_dun01_2,1309,20,True
gld2_pay,1290,60,True
gld2_pay,1301,25,True
gld2_pay,1309,30,True
gld2_pay,2254,1,True
gld_dun02,1303,30,True
gld_dun02,1305,25,True
gld_dun02,1304,15,True
gld_dun02_2,1294,30,True
gld_dun02_2,2133,40,True
gld_dun02_2,1289,3,True
gld2_ald,1294,60,True
gld2_ald,2133,70,True
gld2_ald,1289,3,True
gld2_ald,2252,1,True
gld_dun03,1300,35,True
gld_dun03,1293,35,True
gld_dun03_2,2284,13,True
gld_dun03_2,2285,23,True
gld_dun03_2,2286,23,True
gld_dun03_2,2287,23,True
gld_dun03_2,1296,1,True
gld2_prt,2284,25,True
gld2_prt,2285,35,True
gld2_prt,2286,35,True
gld2_prt,2287,35,True
gld2_prt,2250,1,True
gld_dun04,1292,10,True
gld_dun04,1298,55,True
gld_dun04,1291,25,True
gld_dun04,1120,1,True
gld_dun04_2,2282,15,True
gld_dun04_2,2283,15,True
gld_dun04_2,2281,45,True
gld_dun04_2,1302,1,True
gld2_gef,2282,20,True
gld2_gef,2283,20,True
gld2_gef,2281,80,True
gld2_gef,1302,1,True
gld2_gef,2256,1,True
gld2_pay,2288,5,True
gld2_ald,2288,5,True
gld2_prt,2288,5,True
gld2_gef,2288,5,True
gon_dun01,1408,60,True
gon_dun01,1410,38,True
gon_dun01,1417,33,True
gon_dun01,1081,11,True
gon_dun01,1082,11,True
gon_dun01,1078,5,True
gon_dun02,1410,27,True
gon_dun02,1412,26,True
gon_dun02,1408,26,True
gon_dun02,1415,7,True
gon_dun02,1081,13,True
gon_dun03,1416,67,True
gon_dun03,1412,40,True
gon_dun03,1413,26,True
gon_dun03,1082,13,True
ice_dun01,1776,76,True
ice_dun01,1782,5,True
ice_dun01,1780,5,True
ice_dun01,1778,2,True
ice_dun02,1775,70,True
ice_dun02,1776,30,True
ice_dun02,1789,19,True
ice_dun02,1778,15,True
ice_dun02,1777,7,True
ice_dun03,1777,70,True
ice_dun03,1778,42,True
ice_dun03,1789,32,True
ice_dun03,1775,15,True
in_sphinx1,1111,76,True
in_sphinx1,1164,38,True
in_sphinx1,1178,38,True
in_sphinx1,1146,19,True
in_sphinx2,1164,80,True
in_sphinx2,1178,80,True
in_sphinx2,1146,32,True
in_sphinx2,1111,24,True
in_sphinx3,1140,82,True
in_sphinx3,1146,18,True
in_sphinx3,1191,6,True
in_sphinx3,1154,6,True
in_sphinx4,1149,77,True
in_sphinx4,1154,30,True
in_sphinx4,1098,23,True
in_sphinx4,1191,6,True
in_sphinx5,1154,79,True
in_sphinx5,1037,22,True
in_sphinx5,1146,11,True
in_sphinx5,1098,11,True
in_sphinx5,1191,7,True
iz_dun00,1161,88,True
iz_dun00,1141,61,True
iz_dun00,1066,20,True
iz_dun00,1070,20,True
iz_dun00,1068,20,True
iz_dun00,1084,6,True
iz_dun01,1066,60,True
iz_dun01,1070,50,True
iz_dun01,1068,30,True
iz_dun01,1141,15,True
iz_dun01,1067,15,True
iz_dun01,1161,10,True
iz_dun01,1084,10,True
iz_dun02,1067,60,True
iz_dun02,1144,40,True
iz_dun02,1044,40,True
iz_dun02,1068,40,True
iz_dun02,1264,1,True
iz_dun02,1084,15,True
iz_dun03,1158,45,True
iz_dun03,1045,40,True
iz_dun03,1069,40,True
iz_dun03,1142,20,True
iz_dun03,1264,3,True
iz_dun03,1068,30,True
iz_dun04,1264,61,True
iz_dun04,1065,58,True
iz_dun04,1142,11,True
iz_dun04,1069,11,True
iz_dun04,1108,3,True
iz_dun04,1068,18,True
iz_dun05,2201,50,True
iz_dun05,2204,60,True
iz_dun05,2203,30,True
iz_dun05,2198,25,True
juperos_01,1676,70,True
juperos_01,1677,70,True
juperos_01,1678,70,True
juperos_01,1679,50,True
juperos_01,1670,10,True
juperos_01,1671,5,True
juperos_01,1672,5,True
juperos_01,1673,5,True
juperos_02,1365,70,True
juperos_02,1676,65,True
juperos_02,1677,65,True
juperos_02,1678,65,True
juperos_02,1679,50,True
jupe_core,1670,40,True
jupe_core,1671,40,True
jupe_core,1672,40,True
jupe_core,1673,40,True
jupe_core,1668,40,True
jupe_core,1676,25,True
jupe_core,1677,25,True
jupe_core,1678,25,True
kh_dun01,1737,55,True
kh_dun01,1275,30,True
kh_dun01,1738,9,True
kh_dun01,1745,6,True
kh_dun01,1735,3,True
kh_dun01,1736,3,True
kh_dun02,1735,41,True
kh_dun02,1736,34,True
kh_dun02,1738,20,True
kh_dun02,1737,13,True
kh_dun02,1745,6,True
kh_kiehl01,1745,10,True
kh_kiehl01,1740,7,True
kh_kiehl01,1736,2,True
kh_kiehl01,1739,5,True
kh_kiehl01,1746,4,True
kh_kiehl01,1735,1,True
kh_kiehl01,1737,1,True
lhz_dun01,1682,101,True
lhz_dun01,1627,70,True
lhz_dun01,1613,50,True
lhz_dun01,1656,13,True
lhz_dun01,1655,13,True
lhz_dun01,1657,11,True
lhz_dun01,1653,11,True
lhz_dun01,1654,8,True
lhz_dun01,1652,8,True
lhz_dun01,1681,1,True
lhz_dun02,1657,50,True
lhz_dun02,1653,50,True
lhz_dun02,1656,50,True
lhz_dun02,1655,50,True
lhz_dun02,1652,50,True
lhz_dun02,1654,50,True
lhz_dun02,1682,20,True
lhz_dun02,1681,10,True
lhz_dun02,1635,1,True
lhz_dun03,1638,81,True
lhz_dun03,1639,57,True
lhz_dun03,1637,42,True
lhz_dun03,1636,42,True
lhz_dun03,1635,42,True
lhz_dun03,1634,42,True
lhz_dun03,1641,1,True
lhz_dun03,1645,1,True
lhz_dun03,1640,1,True
lhz_dun03,1644,1,True
lhz_dun03,1642,1,True
lhz_dun03,1643,1,True
lhz_dun04,2221,42,True
lhz_dun04,2222,42,True
lhz_dun04,2223,81,True
lhz_dun04,2224,42,True
lhz_dun04,2225,57,True
lhz_dun04,2226,42,True
lhz_dun04,2227,42,True
lhz_dun04,2228,1,True
lhz_dun04,2229,1,True
lhz_dun04,2230,1,True
lhz_dun04,2231,1,True
lhz_dun04,2232,1,True
lhz_dun04,2233,1,True
lhz_dun04,2234,1,True
lhz_dun_n,3208,20,True
lhz_dun_n,3209,10,True
lhz_dun_n,3210,15,True
lhz_dun_n,3211,20,True
lhz_dun_n,3212,10,True
lhz_dun_n,3213,10,True
lhz_dun_n,3226,10,True
lhz_dun_n,3227,10,True
lhz_dun_n,3228,15,True
lhz_dun_n,3229,15,True
lhz_dun_n,3230,15,True
lhz_dun_n,3231,10,True
lhz_dun_n,3232,10,True
lou_dun01,1517,52,True
lou_dun01,1381,17,True
lou_dun01,1516,17,True
lou_dun01,1129,17,True
lou_dun01,1037,11,True
lou_dun01,1306,1,True
lou_dun01,1084,5,True
lou_dun01,1083,5,True
lou_dun02,1512,56,True
lou_dun02,1026,35,True
lou_dun02,1191,7,True
lou_dun02,1514,7,True
lou_dun03,1514,30,True
lou_dun03,1512,30,True
lou_dun03,1513,18,True
lou_dun03,1631,11,True
ma_dun01,2311,40,True
ma_dun01,2315,30,True
ma_dun01,2314,40,True
mag_dun01,1383,30,True
mag_dun01,1366,20,True
mag_dun01,1367,20,True
mag_dun01,1072,20,True
mag_dun01,1381,10,True
mag_dun02,1379,46,True
mag_dun02,1385,40,True
mag_dun02,1384,38,True
mag_dun02,1367,20,True
mag_dun02,1382,15,True
mag_dun02,1387,10,True
mal_dun01,1073,10,True
mal_dun01,1074,10,True
mal_dun01,1266,20,True
mal_dun01,2197,60,True
mal_dun01,2199,45,True
mal_dun01,2208,1,True
mjo_dun01,1175,63,True
mjo_dun01,1005,31,True
mjo_dun01,1145,21,True
mjo_dun02,1145,71,True
mjo_dun02,1121,41,True
mjo_dun02,1111,23,True
mjo_dun02,1169,23,True
mjo_dun03,1169,78,True
mjo_dun03,1151,39,True
mjo_dun03,1121,5,True
mjo_dun03,1145,5,True
mjo_dun03,1209,3,True
moc_pryd01,1005,72,True
moc_pryd01,1031,28,True
moc_pryd02,1041,31,True
moc_pryd02,1028,31,True
moc_pryd02,1016,31,True
moc_pryd02,1111,20,True
moc_pryd02,1031,20,True
moc_pryd02,1029,5,True
moc_pryd03,1041,70,True
moc_pryd03,1032,20,True
moc_pryd03,1146,10,True
moc_pryd03,1111,5,True
moc_pryd03,1191,5,True
moc_pryd04,1029,62,True
moc_pryd04,1041,31,True
moc_pryd04,1146,24,True
moc_pryd04,1191,18,True
moc_pryd04,1297,3,True
moc_pryd05,1149,78,True
moc_pryd05,1032,65,True
moc_pryd05,1041,13,True
moc_pryd06,1191,35,True
moc_pryd06,1032,35,True
moc_pryd06,1194,23,True
moc_pryd06,1297,23,True
moc_prydn1,2353,78,True
moc_prydn1,2354,13,True
moc_prydn1,2355,65,True
moc_prydn2,2356,35,True
moc_prydn2,2355,35,True
moc_prydn2,2358,23,True
moc_prydn2,2360,23,True
mosk_dun01,1880,74,True
mosk_dun01,1881,37,True
mosk_dun01,1031,22,True
mosk_dun01,1139,11,True
mosk_dun02,1881,47,True
mosk_dun02,1880,35,True
mosk_dun02,1882,23,True
mosk_dun02,1883,5,True
mosk_dun03,1882,68,True
mosk_dun03,1883,39,True
mosk_dun03,1884,17,True
mosk_dun03,1081,11,True
mosk_dun03,1082,11,True
mosk_dun03,1083,5,True
nyd_dun01,2013,40,True
nyd_dun01,2016,20,True
nyd_dun01,2015,10,True
nyd_dun01,2017,2,True
nyd_dun01,2018,2,True
nyd_dun01,2014,10,True
odin_tem01,1693,14,True
odin_tem01,1692,14,True
odin_tem01,1753,7,True
odin_tem01,1752,7,True
odin_tem01,1697,4,True
odin_tem01,1695,4,True
odin_tem01,1696,4,True
odin_tem01,1694,4,True
odin_tem01,1080,7,True
odin_tem01,1081,7,True
odin_tem01,1079,7,True
odin_tem02,1752,40,True
odin_tem02,1753,40,True
odin_tem02,1693,20,True
odin_tem02,1762,4,True
odin_tem02,1761,2,True
odin_tem02,1754,1,True
odin_tem02,1755,1,True
odin_tem02,1079,13,True
odin_tem03,1693,24,True
odin_tem03,1754,19,True
odin_tem03,1755,19,True
odin_tem03,1761,6,True
odin_tem03,1762,6,True
odin_tem03,1752,4,True
odin_tem03,1753,4,True
odin_tem03,1765,2,True
odin_tem03,1079,18,True
odin_tem03,1083,18,True
orcsdun01,1153,80,True
orcsdun01,1005,15,True
orcsdun01,1042,10,True
orcsdun01,1152,10,True
orcsdun01,1111,5,True
orcsdun01,1084,10,True
orcsdun01,1082,5,True
orcsdun02,1152,50,True
orcsdun02,1177,50,True
orcsdun02,1111,20,True
orcsdun02,1042,20,True
orcsdun02,1189,5,True
orcsdun02,1084,5,True
orcsdun02,1082,5,True
pay_dun00,1015,40,True
pay_dun00,1076,35,True
pay_dun00,1005,15,True
pay_dun00,1031,15,True
pay_dun00,1078,15,True
pay_dun00,1084,3,True
pay_dun01,1028,53,True
pay_dun01,1016,32,True
pay_dun01,1116,16,True
pay_dun01,1111,5,True
pay_dun01,1084,7,True
pay_dun01,1078,10,True
pay_dun02,1028,45,True
pay_dun02,1026,40,True
pay_dun02,1188,30,True
pay_dun02,1016,20,True
pay_dun02,1031,10,True
pay_dun02,1180,1,True
pay_dun02,1068,31,True
pay_dun02,1020,3,True
pay_dun02,1084,8,True
pay_dun02,1082,6,True
pay_dun02,1078,8,True
pay_dun03,1170,70,True
pay_dun03,1277,3,True
pay_dun03,1188,3,True
pay_dun03,1026,3,True
pay_dun03,1180,2,True
pay_dun03,1020,10,True
pay_dun03,1068,17,True
pay_dun03,1185,4,True
pay_dun03,1186,1,True
pay_dun03,1078,16,True
pay_dun03,1079,1,True
pay_dun03,1080,1,True
pay_dun03,1081,1,True
pay_dun03,1082,5,True
pay_dun04,1110,40,True
pay_dun04,1180,30,True
pay_dun04,1129,30,True
pay_dun04,1016,15,True
pay_dun04,1277,15,True
pay_dun04,1301,1,True
pay_dun04,1290,1,True
pay_dun04,1307,1,True
pay_dun04,1083,2,True
pay_dun04,1078,10,True
pay_dun04,1082,6,True
pay_d03_i,1185,4,True
prt_maze01,1002,5,True
prt_maze01,1104,5,True
prt_maze01,1174,5,True
prt_maze01,1103,5,True
prt_maze01,1114,5,True
prt_maze01,1128,5,True
prt_maze01,1011,5,True
prt_maze01,1145,5,True
prt_maze01,1013,5,True
prt_maze01,1025,5,True
prt_maze01,1056,5,True
prt_maze01,1063,5,True
prt_maze01,1007,5,True
prt_maze01,1166,8,True
prt_maze01,1008,5,True
prt_maze01,1031,5,True
prt_maze01,1052,5,True
prt_maze01,1060,5,True
prt_maze01,1042,5,True
prt_maze01,1057,4,True
prt_maze01,1099,3,True
prt_maze01,1037,3,True
prt_maze01,1139,3,True
prt_maze01,1035,4,True
prt_maze01,1100,3,True
prt_maze01,1214,2,True
prt_maze01,1018,1,True
prt_maze01,1092,1,True
prt_maze01,1083,2,True
prt_maze01,1082,3,True
prt_maze01,1079,3,True
prt_maze01,1081,2,True
prt_maze01,1078,5,True
prt_maze01,1084,5,True
prt_maze01,1085,5,True
prt_maze02,1031,32,True
prt_maze02,1060,6,True
prt_maze02,1243,1,True
prt_maze02,1306,1,True
prt_maze03,1031,52,True
prt_maze03,1035,30,True
prt_maze03,1139,30,True
prt_maze03,1101,25,True
prt_maze03,1037,30,True
prt_maze03,1215,20,True
prt_maze03,1294,1,True
prt_maze03,1093,1,True
prt_maze03,1090,1,True
prt_maze03,1092,1,True
prt_maze03,1088,1,True
prt_maze03,1120,1,True
prt_maze03,1083,5,True
prt_maze03,1079,5,True
prt_maze03,1081,1,True
prt_maze03,1078,5,True
prt_maze03,1084,6,True
prt_maze03,1085,5,True
prt_prison,3442,20,True
prt_prison,3443,50,True
prt_prison,3444,30,True
prt_q,3452,60,True
prt_q,1036,10,True
prt_q,3451,30,True
prt_q,1035,10,True
prt_q,3490,1,True
prt_sewb1,1051,40,True
prt_sewb1,1048,106,True
prt_sewb1,1175,13,True
prt_sewb1,1005,66,True
prt_sewb2,1051,70,True
prt_sewb2,1175,60,True
prt_sewb2,1161,5,True
prt_sewb2,1048,20,True
prt_sewb2,1014,20,True
prt_sewb2,1053,10,True
prt_sewb2,1005,10,True
prt_sewb3,1053,65,True
prt_sewb3,1054,65,True
prt_sewb3,1051,20,True
prt_sewb3,1005,20,True
prt_sewb3,1175,15,True
prt_sewb3,1077,15,True
prt_sewb3,1048,10,True
prt_sewb4,1054,70,True
prt_sewb4,1051,20,True
prt_sewb4,1053,20,True
prt_sewb4,1111,20,True
prt_sewb4,1048,10,True
prt_sewb4,1209,5,True
ra_san01,1771,82,True
ra_san01,1772,36,True
ra_san01,1632,10,True
ra_san01,1633,6,True
ra_san01,1773,6,True
ra_san02,1772,110,True
ra_san02,1771,38,True
ra_san02,1632,12,True
ra_san02,1633,12,True
ra_san02,1773,3,True
ra_san02,1774,2,True
ra_san03,1773,86,True
ra_san03,1774,57,True
ra_san03,1632,7,True
ra_san03,1633,7,True
ra_san04,1770,62,True
ra_san04,1769,20,True
ra_san04,1774,10,True
ra_san04,1773,10,True
ra_san05,1769,84,True
ra_san05,1770,31,True
ra_san05,1774,21,True
ra_san05,1773,21,True
ra_san05,1772,10,True
rockmi1,1051,10,True
rockmi1,3740,40,True
rockmi1,3747,10,True
rockmi1,3748,20,True
rockmi1,3749,30,True
rockmi2,3742,31,True
harboro2,3787,30,True
harboro2,3788,30,True
harboro2,1627,10,True
harboro2,1084,20,True
harboro2,1051,10,True
harboro2,3743,20,True
sp_rudus,20363,30,True
sp_rudus,20361,30,True
sp_rudus,20365,30,True
sp_rudus2,20356,40,True
sp_rudus2,20358,37,True
sp_rudus2,20359,58,True
sp_rudus2,20362,45,True
sp_rudus3,20362,60,True
sp_rudus3,20360,53,True
sp_rudus3,20364,65,True
sp_rudus3,20366,65,True
teg_dun01,2415,20,True
teg_dun01,2416,15,True
teg_dun01,2417,15,True
teg_dun01,2418,35,True
teg_dun01,2419,30,True
teg_dun01,2420,20,True
teg_dun02,2421,15,True
teg_dun02,2422,15,True
teg_dun02,2423,15,True
teg_dun02,2424,15,True
teg_dun02,2425,15,True
teg_dun02,2426,15,True
teg_dun02,2427,15,True
tha_t01,1195,20,True
tha_t01,1191,20,True
tha_t01,1695,20,True
tha_t01,1275,5,True
tha_t01,1703,4,True
tha_t02,1699,80,True
tha_t02,1191,30,True
tha_t02,1697,20,True
tha_t02,1698,10,True
tha_t02,1195,10,True
tha_t02,1377,10,True
tha_t02,1275,10,True
tha_t02,1702,4,True
tha_t03,1698,80,True
tha_t03,1195,30,True
tha_t03,1696,20,True
tha_t03,1191,10,True
tha_t03,1699,10,True
tha_t03,1377,10,True
tha_t03,1701,4,True
tha_t04,1698,20,True
tha_t04,1195,20,True
tha_t04,1191,20,True
tha_t04,1699,20,True
tha_t04,1377,20,True
tha_t04,1694,20,True
tha_t04,1320,10,True
tha_t04,1295,10,True
tha_t04,1700,4,True
tha_t05,1320,80,True
tha_t05,1698,40,True
tha_t05,1699,40,True
tha_t05,1295,20,True
tha_t05,1377,20,True
tha_t05,1696,10,True
tha_t05,1695,10,True
tha_t05,1697,10,True
tha_t05,1694,10,True
tha_t05,1707,2,True
tha_t06,1698,40,True
tha_t06,1320,40,True
tha_t06,1295,40,True
tha_t06,1699,40,True
tha_t06,1377,20,True
tha_t06,1696,10,True
tha_t06,1695,10,True
tha_t06,1697,10,True
tha_t06,1694,10,True
tha_t06,1706,2,True
tha_t07,1702,15,True
tha_t07,1698,10,True
tha_t07,1699,10,True
tha_t07,1700,7,True
tha_t07,1701,7,True
tha_t07,1703,7,True
tha_t07,1705,2,True
tha_t08,1702,20,True
tha_t08,1698,10,True
tha_t08,1699,10,True
tha_t08,1700,5,True
tha_t08,1701,5,True
tha_t08,1703,5,True
tha_t08,1704,2,True
tha_t09,1703,20,True
tha_t09,1700,5,True
tha_t09,1702,5,True
tha_t09,1701,5,True
tha_t09,1694,5,True
tha_t09,1712,3,True
tha_t09,1707,1,True
tha_t10,1702,20,True
tha_t10,1700,5,True
tha_t10,1701,5,True
tha_t10,1703,5,True
tha_t10,1697,5,True
tha_t10,1711,3,True
tha_t10,1706,1,True
tha_t11,1701,20,True
tha_t11,1700,5,True
tha_t11,1702,5,True
tha_t11,1703,5,True
tha_t11,1695,5,True
tha_t11,1710,3,True
tha_t11,1705,1,True
tha_t12,1700,13,True
tha_t12,1702,5,True
tha_t12,1701,5,True
tha_t12,1703,5,True
tha_t12,1693,5,True
tha_t12,1709,4,True
thor_v01,1833,49,True
thor_v01,1837,27,True
thor_v01,1836,11,True
thor_v01,1831,7,True
thor_v01,1830,10,True
thor_v01,1829,10,True
thor_v01,1839,1,True
thor_v02,1838,55,True
thor_v02,1836,10,True
thor_v02,1837,10,True
thor_v02,1072,10,True
thor_v02,1831,1,True
thor_v02,1830,1,True
thor_v02,1829,1,True
thor_v03,1831,66,True
thor_v03,1833,44,True
thor_v03,1830,16,True
thor_v03,1829,16,True
thor_v03,1839,5,True
treasure01,1071,56,True
treasure01,1070,10,True
treasure01,1068,71,True
treasure02,1071,40,True
treasure02,1070,20,True
treasure02,1179,10,True
treasure02,1191,1,True
treasure02,1143,1,True
treasure02,1068,18,True
treasure02,1120,1,True
treasure_n1,1085,20,True
treasure_n1,1084,20,True
treasure_n1,2404,22,True
treasure_n1,1078,5,True
treasure_n1,1080,5,True
treasure_n1,1081,5,True
treasure_n1,1079,5,True
treasure_n1,1082,5,True
treasure_n1,1015,3,True
treasure_n1,2405,12,True
treasure_n1,1012,15,True
treasure_n1,1014,12,True
treasure_n2,1085,10,True
treasure_n2,1084,10,True
treasure_n2,2406,21,True
treasure_n2,2405,44,True
treasure_n2,1078,5,True
treasure_n2,1080,5,True
treasure_n2,1081,5,True
treasure_n2,1079,5,True
treasure_n2,1082,5,True
treasure_n2,2404,20,True
treasure_n2,1015,8,True
tur_dun01,1321,25,True
tur_dun01,1322,25,True
tur_dun01,1256,15,True
tur_dun01,1034,10,True
tur_dun01,1314,10,True
tur_dun02,1316,41,True
tur_dun02,1314,41,True
tur_dun02,1319,20,True
tur_dun02,1256,15,True
tur_dun03,1319,40,True
tur_dun03,1315,35,True
tur_dun03,1314,15,True
tur_dun03,1318,10,True
tur_dun04,1315,42,True
tur_dun04,1318,33,True
tur_dun04,1319,15,True
tur_dun04,1314,4,True
tur_dun05,1319,7,True
tur_dun05,1314,4,True
tur_dun05,1315,1,True
xmas_dun01,1265,49,True
xmas_dun01,1246,49,True
xmas_dun01,1242,24,True
xmas_dun01,1031,24,True
xmas_dun01,1113,12,True
xmas_dun01,1002,12,True
xmas_dun01,1249,6,True
xmas_dun01,1250,1,True
xmas_dun01,1090,1,True
xmas_dun01,1096,1,True
xmas_dun02,1249,70,True
xmas_dun02,1248,49,True
xmas_dun02,1265,28,True
xmas_dun02,1246,28,True
yggdrasil01,1079,15,True
yggdrasil01,1083,26,True
yggdrasil01,1081,5,True
yggdrasil01,1082,5,True
yggdrasil01,1080,26,True
yggdrasil01,1078,15,True
ama_fild01,1031,15,False
ayo_fild01,1586,3,False
ayo_fild02,1499,20,False
ayo_fild02,1494,30,False
brasilis,2081,18,False
cmd_fild01,1271,60,False
cmd_fild01,1166,30,False
cmd_fild01,1031,30,False
cmd_fild01,1077,20,False
cmd_fild02,1271,10,False
cmd_fild02,1254,32,False
cmd_fild02,1067,15,False
cmd_fild03,1256,30,False
cmd_fild03,1031,10,False
cmd_fild03,1206,90,False
cmd_fild04,1271,40,False
cmd_fild04,1254,20,False
cmd_fild05,1119,45,False
cmd_fild05,1271,20,False
cmd_fild05,1215,5,False
cmd_fild05,1031,10,False
cmd_fild05,1256,5,False
cmd_fild05,1083,1,False
cmd_fild05,1081,6,False
cmd_fild05,1080,5,False
cmd_fild06,1282,27,False
cmd_fild06,1258,47,False
cmd_fild06,1113,20,False
cmd_fild06,1376,1,False
cmd_fild07,1113,20,False
cmd_fild08,1282,79,False
cmd_fild08,1258,28,False
cmd_fild08,1215,25,False
cmd_fild08,1113,10,False
cmd_fild08,1165,15,False
cmd_fild08,1037,20,False
cmd_fild08,1259,1,False
cmd_fild09,1042,20,False
cmd_fild09,1113,20,False
cmd_fild09,1030,60,False
cmd_fild09,1009,20,False
cmd_fild09,1127,3,False
cmd_fild09,1253,2,False
ein_fild01,1378,55,False
ein_fild01,1199,50,False
ein_fild02,1380,45,False
ein_fild02,1378,30,False
ein_fild02,1618,1,False
ein_fild03,1613,30,False
ein_fild03,1368,20,False
ein_fild03,1628,40,False
ein_fild03,1103,10,False
ein_fild03,1128,5,False
ein_fild04,1613,50,False
ein_fild04,1368,80,False
ein_fild04,1628,20,False
ein_fild04,1121,10,False
ein_fild04,1614,5,False
ein_fild05,1614,35,False
ein_fild05,1615,17,False
ein_fild05,1627,30,False
ein_fild05,1368,10,False
ein_fild06,1372,55,False
ein_fild06,1008,10,False
ein_fild06,1376,5,False
ein_fild06,1121,2,False
ein_fild06,1084,5,False
ein_fild07,1002,40,False
ein_fild07,1031,20,False
ein_fild07,1118,20,False
ein_fild07,1368,20,False
ein_fild08,1002,25,False
ein_fild08,1113,25,False
ein_fild08,1031,25,False
ein_fild08,1051,30,False
ein_fild09,1051,20,False
ein_fild09,1048,3,False
ein_fild09,1118,5,False
ein_fild10,1368,5,False
ein_fild10,1619,30,False
ein_fild10,1078,20,False
ein_fild10,1081,20,False
ein_fild10,1079,20,False
ein_fild10,1057,10,False
ein_fild10,1118,20,False
gef_fild00,1008,20,False
gef_fild00,1031,10,False
gef_fild01,1031,20,False
gef_fild02,1057,10,False
gef_fild02,1023,60,False
gef_fild02,1056,10,False
gef_fild02,1214,1,False
gef_fild03,1213,1,False
gef_fild03,1166,40,False
gef_fild03,1031,20,False
gef_fild04,1002,30,False
gef_fild04,1008,60,False
gef_fild04,1012,20,False
gef_fild05,1002,30,False
gef_fild05,1282,10,False
gef_fild05,1261,50,False
gef_fild05,1114,30,False
gef_fild06,1133,20,False
gef_fild06,1134,10,False
gef_fild06,1135,10,False
gef_fild06,1156,50,False
gef_fild06,1031,10,False
gef_fild08,1133,20,False
gef_fild08,1134,40,False
gef_fild08,1135,20,False
gef_fild08,1040,40,False
gef_fild08,1042,20,False
gef_fild08,1077,20,False
gef_fild09,1094,60,False
gef_fild09,1031,10,False
gef_fild09,1077,10,False
gef_fild10,1031,15,False
gef_fild11,1126,20,False
gef_fild11,1258,20,False
gef_fild11,1031,15,False
gef_fild11,1392,10,False
gef_fild11,1084,21,False
gef_fild12,1133,20,False
gef_fild12,1134,30,False
gef_fild12,1135,30,False
gef_fild12,1282,40,False
gef_fild12,1031,20,False
gef_fild12,1296,1,False
gef_fild13,1031,20,False
gef_fild13,1018,40,False
gef_fild13,1094,30,False
gef_fild14,1273,20,False
gef_fild14,1023,10,False
gef_fild14,1189,30,False
gef_fild14,1213,70,False
gon_fild01,1417,20,False
gon_fild01,1031,20,False
gon_fild01,1413,2,False
hu_fild01,1692,5,False
hu_fild01,1697,5,False
hu_fild01,1695,5,False
hu_fild01,1696,5,False
hu_fild01,1694,5,False
hu_fild01,1693,5,False
hu_fild01,1378,30,False
hu_fild02,1627,30,False
hu_fild02,1692,10,False
hu_fild02,1687,20,False
hu_fild02,1378,3,False
hu_fild03,1687,70,False
hu_fild03,1715,30,False
hu_fild03,1031,20,False
hu_fild03,1051,10,False
hu_fild03,1085,10,False
hu_fild03,1084,10,False
