mapa_origem,x_origem,y_origem,mapa_destino,x_destino,y_destino,arquivo
man_in01,318,17,man_in01,388,16,manuk.txt
man_in01,390,16,man_in01,316,17,manuk.txt
man_in01,328,141,man_in01,324,220,manuk.txt
man_in01,324,222,man_in01,328,139,manuk.txt
man_in01,11,19,man_in01,182,32,manuk.txt
man_in01,182,34,man_in01,11,21,manuk.txt
manuk,257,228,man_in01,130,267,manuk.txt
man_in01,130,265,manuk,258,226,manuk.txt
manuk,265,237,man_in01,180,267,manuk.txt
man_in01,180,265,manuk,267,235,manuk.txt
manuk,276,247,man_in01,230,267,manuk.txt
man_in01,230,265,manuk,276,245,manuk.txt
manuk,288,249,man_in01,280,267,manuk.txt
man_in01,280,265,manuk,289,247,manuk.txt
manuk,302,243,man_in01,330,267,manuk.txt
man_in01,330,265,manuk,300,241,manuk.txt
manuk,311,234,man_in01,380,267,manuk.txt
man_in01,380,265,manuk,309,232,manuk.txt
manuk,253,195,man_in01,24,284,manuk.txt
man_in01,26,284,manuk,255,195,manuk.txt
manuk,235,124,man_in01,70,171,manuk.txt
man_in01,70,169,manuk,235,122,manuk.txt
manuk,279,115,man_in01,123,224,manuk.txt
man_in01,123,226,manuk,278,117,manuk.txt
man_in01,5,275,man_in01,7,221,manuk.txt
man_in01,7,219,man_in01,7,276,manuk.txt
man_in01,22,275,man_in01,76,279,manuk.txt
man_in01,74,279,man_in01,20,275,manuk.txt
man_in01,61,190,man_in01,63,238,manuk.txt
man_in01,61,238,man_in01,61,188,manuk.txt
man_in01,61,173,man_in01,20,173,manuk.txt
man_in01,20,175,man_in01,61,175,manuk.txt
mid_camp,205,211,mid_campin,229,123,mid_camp.txt
mid_campin,232,123,mid_camp,208,211,mid_camp.txt
mid_camp,196,204,mid_campin,220,109,mid_camp.txt
mid_campin,223,109,mid_camp,198,205,mid_camp.txt
mid_camp,214,249,mid_campin,89,102,mid_camp.txt
mid_campin,89,99,mid_camp,215,247,mid_camp.txt
mid_campin,66,114,mid_campin,22,80,mid_camp.txt
mid_campin,25,80,mid_campin,70,114,mid_camp.txt
mid_campin,66,120,mid_campin,22,124,mid_camp.txt
mid_campin,25,124,mid_campin,70,120,mid_camp.txt
mid_campin,68,128,mid_campin,22,168,mid_camp.txt
mid_campin,25,168,mid_campin,71,128,mid_camp.txt
mid_campin,86,141,mid_campin,66,181,mid_camp.txt
mid_campin,65,178,mid_campin,86,138,mid_camp.txt
mid_campin,94,141,mid_campin,117,181,mid_camp.txt
mid_campin,117,178,mid_campin,94,138,mid_camp.txt
mid_campin,111,128,mid_campin,165,170,mid_camp.txt
mid_campin,162,170,mid_campin,108,128,mid_camp.txt
mid_campin,162,126,mid_campin,110,120,mid_camp.txt
mid_campin,113,114,mid_campin,165,82,mid_camp.txt
mid_campin,162,82,mid_campin,110,114,mid_camp.txt
mid_camp,266,260,mid_campin,284,124,mid_camp.txt
mid_campin,282,124,mid_camp,263,260,mid_camp.txt
mid_camp,163,231,mid_campin,376,133,mid_camp.txt
mid_campin,376,136,mid_camp,163,234,mid_camp.txt
morocc,160,17,moc_fild12,159,378,morroc.txt
morocc,160,297,moc_fild07,198,25,morroc.txt
morocc,197,66,morocc_in,83,92,morroc.txt
morocc,27,294,moc_ruins,156,42,morroc.txt
morocc,24,164,moc_fild19,164,107,morroc.txt
morocc,253,56,morocc_in,134,74,morroc.txt
morocc,274,269,morocc_in,138,136,morroc.txt
morocc,283,170,morocc_in,108,176,morroc.txt
morocc,299,207,moc_fild20,36,177,morroc.txt
morocc,46,46,morocc_in,68,72,morroc.txt
morocc,52,259,morocc_in,180,65,morroc.txt
morocc,85,55,morocc_in,44,149,morroc.txt
morocc,98,68,morocc_in,44,175,morroc.txt
morocc_in,105,95,morocc_in,90,95,morroc.txt
morocc_in,106,123,morocc_in,90,123,morroc.txt
morocc_in,108,179,morocc,283,173,morroc.txt
morocc_in,134,77,morocc,251,59,morroc.txt
morocc_in,136,136,morocc,271,269,morroc.txt
morocc_in,144,109,morocc_in,144,125,morroc.txt
morocc_in,144,122,morocc_in,144,106,morroc.txt
morocc_in,144,151,morocc_in,144,169,morroc.txt
morocc_in,144,166,morocc_in,144,148,morroc.txt
morocc_in,149,129,morocc_in,169,129,morroc.txt
morocc_in,166,130,morocc_in,146,130,morroc.txt
morocc_in,171,37,morocc_in,171,52,morroc.txt
morocc_in,171,50,morocc_in,171,35,morroc.txt
morocc_in,174,109,morocc_in,174,125,morroc.txt
morocc_in,174,122,morocc_in,174,106,morroc.txt
morocc_in,174,151,morocc_in,174,169,morroc.txt
morocc_in,174,166,morocc_in,174,148,morroc.txt
morocc_in,183,65,morocc,55,259,morroc.txt
morocc_in,23,161,morocc_in,37,161,morroc.txt
morocc_in,34,161,morocc_in,20,161,morroc.txt
morocc_in,44,146,morocc,82,52,morroc.txt
morocc_in,44,178,morocc,100,70,morroc.txt
morocc_in,55,123,morocc_in,71,123,morroc.txt
morocc_in,55,95,morocc_in,71,95,morroc.txt
morocc_in,57,161,morocc_in,73,161,morroc.txt
morocc_in,68,123,morocc_in,52,123,morroc.txt
morocc_in,68,42,morocc_in,68,65,morroc.txt
morocc_in,68,62,morocc_in,68,38,morroc.txt
morocc_in,68,75,morocc,49,49,morroc.txt
morocc_in,68,95,morocc_in,52,95,morroc.txt
morocc_in,70,161,morocc_in,54,161,morroc.txt
morocc_in,83,90,morocc,199,64,morroc.txt
morocc_in,86,101,morocc_in,86,120,morroc.txt
morocc_in,86,117,morocc_in,86,98,morroc.txt
morocc_in,93,123,morocc_in,109,123,morroc.txt
morocc_in,93,95,morocc_in,109,95,morroc.txt
moc_ruins,159,39,morocc,30,290,morroc.txt
moc_ruins,54,161,moc_pryd01,192,9,morroc.txt
moc_ruins,71,16,moc_fild19,71,167,morroc.txt
moscovia,256,138,mosk_in,96,61,moscovia.txt
mosk_in,93,61,moscovia,255,140,moscovia.txt
mosk_in,99,126,mosk_in,21,116,moscovia.txt
mosk_in,21,113,mosk_in,99,123,moscovia.txt
moscovia,185,188,mosk_in,15,179,moscovia.txt
mosk_in,12,179,moscovia,186,191,moscovia.txt
moscovia,203,171,mosk_in,86,180,moscovia.txt
mosk_in,89,180,moscovia,204,169,moscovia.txt
moscovia,223,174,mosk_in,14,246,moscovia.txt
mosk_in,11,246,moscovia,222,176,moscovia.txt
moscovia,229,208,mosk_in,142,178,moscovia.txt
mosk_in,142,175,moscovia,227,207,moscovia.txt
mosk_in,150,192,mosk_in,204,188,moscovia.txt
mosk_in,202,188,mosk_in,148,192,moscovia.txt
moscovia,256,179,mosk_in,211,114,moscovia.txt
mosk_in,211,111,moscovia,253,179,moscovia.txt
mosk_in,222,128,mosk_in,288,118,moscovia.txt
mosk_in,288,116,mosk_in,222,126,moscovia.txt
moscovia,205,98,mosk_in,214,255,moscovia.txt
mosk_in,214,252,moscovia,203,96,moscovia.txt
mosk_in,220,273,mosk_in,152,275,moscovia.txt
mosk_in,152,272,mosk_in,220,270,moscovia.txt
nameless_n,157,184,abbey01,51,12,nameless.txt
nameless_i,252,130,nameless_in,26,128,nameless.txt
nameless_in,23,128,nameless_i,249,130,nameless.txt
nameless_i,79,256,nameless_in,12,172,nameless.txt
nameless_in,12,169,nameless_i,82,256,nameless.txt
nameless_i,78,94,nameless_in,96,180,nameless.txt
nameless_in,96,177,nameless_i,81,96,nameless.txt
nif_fild01,345,323,nif_fild02,23,312,niflheim.txt
nif_fild02,21,312,nif_fild01,343,322,niflheim.txt
nif_fild02,379,235,niflheim,20,153,niflheim.txt
niflheim,18,151,nif_fild02,376,235,niflheim.txt
niflheim,220,169,nif_in,14,88,niflheim.txt
nif_in,11,88,niflheim,218,170,niflheim.txt
niflheim,219,199,nif_in,136,14,niflheim.txt
nif_in,134,12,niflheim,218,197,niflheim.txt
niflheim,190,241,nif_in,81,77,niflheim.txt
nif_in,78,74,niflheim,187,241,niflheim.txt
niflheim,189,211,nif_in,20,14,niflheim.txt
nif_in,23,12,niflheim,189,207,niflheim.txt
nif_in,34,34,nif_in,88,31,niflheim.txt
nif_in,88,29,nif_in,34,31,niflheim.txt
niflheim,255,194,nif_in,20,156,niflheim.txt
nif_in,18,154,niflheim,254,192,niflheim.txt
nif_in,65,168,nif_in,141,174,niflheim.txt
nif_in,140,171,nif_in,65,165,niflheim.txt
niflheim,165,162,nif_in,156,80,niflheim.txt
nif_in,169,82,nif_in,189,105,niflheim.txt
nif_in,186,105,nif_in,167,82,niflheim.txt
nif_in,154,78,niflheim,167,161,niflheim.txt
payon,122,27,pay_fild01,333,356,payon.txt
pay_fild01,333,360,payon,122,31,payon.txt
payon,267,89,pay_fild08,20,74,payon.txt
payon,228,330,pay_arche,81,22,payon.txt
pay_arche,81,18,payon,228,326,payon.txt
payon,223,117,payon_in01,175,11,payon.txt
payon_in01,172,11,payon,219,117,payon.txt
payon_in01,180,43,payon_in01,181,73,payon.txt
payon_in01,181,70,payon_in01,180,40,payon.txt
payon_in01,193,92,payon_in01,143,61,payon.txt
payon_in01,146,61,payon_in01,193,89,payon.txt
payon_in01,133,42,payon_in01,133,18,payon.txt
payon_in01,133,21,payon_in01,133,45,payon.txt
payon,140,85,payon_in01,14,51,payon.txt
payon_in01,17,51,payon,143,85,payon.txt
payon_in01,10,59,payon_in01,10,83,payon.txt
payon_in01,10,80,payon_in01,10,56,payon.txt
payon_in01,10,38,payon_in01,10,14,payon.txt
payon_in01,10,17,payon_in01,10,41,payon.txt
payon,135,158,payon_in01,20,129,payon.txt
payon_in01,23,129,payon,138,158,payon.txt
payon,130,169,payon_in01,13,136,payon.txt
payon_in01,13,139,payon,130,172,payon.txt
payon,151,127,payon_in01,56,53,payon.txt
payon_in01,56,50,payon,151,124,payon.txt
payon,155,248,payon_in03,98,117,payon.txt
payon_in03,98,114,payon,155,245,payon.txt
payon_in03,90,124,payon_in03,80,124,payon.txt
payon_in03,83,124,payon_in03,93,124,payon.txt
payon_in03,99,133,payon_in03,99,151,payon.txt
payon_in03,99,148,payon_in03,99,130,payon.txt
payon_in03,107,124,payon_in03,117,124,payon.txt
payon_in03,114,124,payon_in03,104,124,payon.txt
payon,189,233,payon_in03,149,39,payon.txt
payon_in03,146,39,payon,186,233,payon.txt
payon_in03,158,32,payon_in03,130,14,payon.txt
payon_in03,130,17,payon_in03,158,35,payon.txt
payon_in03,172,32,payon_in03,160,14,payon.txt
payon_in03,160,17,payon_in03,172,35,payon.txt
payon_in03,186,32,payon_in03,190,13,payon.txt
payon_in03,190,17,payon_in03,186,35,payon.txt
payon,256,285,payon_in01,45,11,payon.txt
payon_in01,42,11,payon,253,285,payon.txt
pay_arche,36,131,pay_dun00,21,183,payon.txt
pay_arche,71,156,payon_in02,82,41,payon.txt
pay_arche,92,170,payon_in02,50,7,payon.txt
pay_arche,145,165,payon_in02,64,60,payon.txt
payon_in02,10,25,payon_in02,72,67,payon.txt
payon_in02,35,67,payon_in02,55,67,payon.txt
payon_in02,50,4,pay_arche,92,166,payon.txt
payon_in02,52,67,payon_in02,32,67,payon.txt
payon_in02,61,33,payon_in02,73,33,payon.txt
payon_in02,64,56,pay_arche,141,161,payon.txt
payon_in02,70,33,payon_in02,58,33,payon.txt
payon_in02,75,67,payon_in02,13,25,payon.txt
payon_in02,82,45,pay_arche,74,153,payon.txt
payon,127,204,payon_in03,81,19,payon.txt
payon_in03,85,19,payon,131,204,payon.txt
payon_in03,74,18,payon_in03,62,18,payon.txt
payon_in03,67,18,payon_in03,78,18,payon.txt
payon_in03,46,18,payon_in03,35,18,payon.txt
payon_in03,39,18,payon_in03,51,18,payon.txt
payon_in03,28,18,payon_in03,17,18,payon.txt
payon_in03,21,18,payon_in03,32,18,payon.txt
payon,155,327,payon_in03,165,143,payon.txt
payon_in03,165,140,payon,155,324,payon.txt
payon_in03,185,178,payon_in03,185,149,payon.txt
payon_in03,185,153,payon_in03,185,182,payon.txt
payon,107,327,payon_in03,19,64,payon.txt
payon_in03,19,60,payon,107,323,payon.txt
payon_in03,19,73,payon_in03,19,90,payon.txt
payon_in03,19,86,payon_in03,19,69,payon.txt
payon_in03,19,103,payon_in03,19,122,payon.txt
payon_in03,19,118,payon_in03,19,99,payon.txt
payon_in03,11,131,payon_in03,11,146,payon.txt
payon_in03,11,142,payon_in03,11,127,payon.txt
payon_in03,27,131,payon_in03,27,146,payon.txt
payon_in03,27,142,payon_in03,27,127,payon.txt
payon_in03,11,161,payon_in03,11,176,payon.txt
payon_in03,11,172,payon_in03,11,157,payon.txt
payon_in03,27,161,payon_in03,27,176,payon.txt
payon_in03,27,172,payon_in03,27,157,payon.txt
payon_in01,86,9,payon,266,152,payon.txt
payon,270,152,payon_in01,90,9,payon.txt
payon_in01,107,71,payon_in01,96,37,payon.txt
payon_in01,93,37,payon_in01,104,71,payon.txt
prontera,107,215,prt_in,240,139,prontera.txt
prontera,120,267,prt_in,180,97,prontera.txt
prontera,133,183,prt_in,50,105,prontera.txt
prontera,134,221,prt_in,131,71,prontera.txt
prontera,156,22,prt_fild08,170,375,prontera.txt
prontera,177,221,prt_in,168,128,prontera.txt
prontera,179,184,prt_in,60,73,prontera.txt
prontera,192,267,prt_in,178,55,prontera.txt
prontera,204,192,prt_in,68,134,prontera.txt
prontera,208,154,prt_in,172,29,prontera.txt
prontera,22,203,prt_fild05,367,205,prontera.txt
prontera,237,317,prt_church,100,60,prontera.txt
prontera,289,203,prt_fild06,27,193,prontera.txt
prontera,42,67,prt_in,44,29,prontera.txt
prontera,45,346,prt_in,80,110,prontera.txt
prontera,73,100,prt_in,208,176,prontera.txt
prontera,74,90,prt_in,248,170,prontera.txt
prontera,84,89,prt_in,282,176,prontera.txt
prontera,263,279,prt_in,227,18,prontera.txt
prt_in,135,71,prontera,136,219,prontera.txt
prt_in,168,124,prontera,174,218,prontera.txt
prt_in,172,33,prontera,205,157,prontera.txt
prt_in,181,55,prontera,192,264,prontera.txt
prt_in,183,97,prontera,120,264,prontera.txt
prt_in,208,179,prontera,76,102,prontera.txt
prt_in,217,163,prt_in,236,163,prontera.txt
prt_in,234,163,prt_in,215,163,prontera.txt
prt_in,240,141,prontera,107,218,prontera.txt
prt_in,248,173,prontera,77,93,prontera.txt
prt_in,254,113,prt_in,256,134,prontera.txt
prt_in,256,131,prt_in,254,110,prontera.txt
prt_in,263,163,prt_in,276,163,prontera.txt
prt_in,274,163,prt_in,261,163,prontera.txt
prt_in,282,179,prontera,87,91,prontera.txt
prt_in,37,65,prt_in,51,65,prontera.txt
prt_in,47,29,prontera,46,67,prontera.txt
prt_in,48,65,prt_in,34,65,prontera.txt
prt_in,53,105,prontera,136,186,prontera.txt
prt_in,60,77,prontera,175,188,prontera.txt
prt_in,68,130,prontera,204,188,prontera.txt
prt_in,69,65,prt_in,84,65,prontera.txt
prt_in,70,143,prt_in,70,165,prontera.txt
prt_in,70,162,prt_in,70,140,prontera.txt
prt_in,80,113,prontera,48,343,prontera.txt
prt_in,82,65,prt_in,66,65,prontera.txt
prt_in,227,15,prontera,263,275,prontera.txt
prt_church,100,56,prontera,234,314,prontera.txt
prt_church,109,81,prt_church,172,19,prontera.txt
prt_church,168,19,prt_church,105,81,prontera.txt
prt_church,31,19,prt_church,94,81,prontera.txt
prt_church,90,81,prt_church,27,19,prontera.txt
splendide,240,317,spl_in02,224,232,splendide.txt
spl_in02,222,232,splendide,238,317,splendide.txt
splendide,230,299,spl_in02,207,195,splendide.txt
spl_in02,207,193,splendide,228,299,splendide.txt
splendide,214,310,spl_in02,180,223,splendide.txt
spl_in02,180,221,splendide,214,308,splendide.txt
splendide,157,316,spl_in02,108,213,splendide.txt
spl_in02,108,211,splendide,157,314,splendide.txt
splendide,119,324,spl_in02,61,229,splendide.txt
spl_in02,62,227,splendide,119,322,splendide.txt
splendide,286,128,spl_in02,236,63,splendide.txt
spl_in02,234,64,splendide,284,129,splendide.txt
splendide,259,112,spl_in02,189,41,splendide.txt
spl_in02,187,42,splendide,259,114,splendide.txt
splendide,286,229,spl_in02,137,66,splendide.txt
spl_in02,135,66,splendide,284,228,splendide.txt
splendide,299,251,spl_in02,140,93,splendide.txt
spl_in02,139,91,splendide,297,250,splendide.txt
splendide,132,68,spl_in02,45,52,splendide.txt
spl_in02,44,54,splendide,133,70,splendide.txt
splendide,197,193,spl_in01,110,19,splendide.txt
spl_in01,110,17,splendide,197,191,splendide.txt
spl_in01,124,38,spl_in01,236,36,splendide.txt
spl_in01,238,36,spl_in01,126,38,splendide.txt
spl_in01,95,38,spl_in01,199,36,splendide.txt
spl_in01,197,36,spl_in01,93,38,splendide.txt
spl_in01,218,22,spl_in01,310,19,splendide.txt
spl_in01,310,17,spl_in01,218,20,splendide.txt
splendide,170,168,spl_in01,190,301,splendide.txt
spl_in01,190,299,splendide,170,166,splendide.txt
spl_in01,191,320,spl_in01,276,334,splendide.txt
spl_in01,276,336,spl_in01,190,322,splendide.txt
splendide,156,210,spl_in01,171,189,splendide.txt
spl_in01,171,187,splendide,156,208,splendide.txt
splendide,198,240,spl_in01,110,301,splendide.txt
spl_in01,110,299,splendide,198,238,splendide.txt
splendide,238,212,spl_in01,30,215,splendide.txt
spl_in01,30,213,splendide,237,210,splendide.txt
splendide,228,164,spl_in01,30,301,splendide.txt
spl_in01,30,299,splendide,228,162,splendide.txt
umbala,68,253,um_in,38,113,umbala.txt
um_in,38,110,umbala,66,250,umbala.txt
umbala,138,129,um_in,99,114,umbala.txt
um_in,99,111,umbala,136,127,umbala.txt
umbala,125,157,um_in,155,114,umbala.txt
um_in,155,111,umbala,126,154,umbala.txt
umbala,94,186,um_in,141,42,umbala.txt
um_in,141,39,umbala,94,183,umbala.txt
umbala,100,203,um_in,163,69,umbala.txt
um_in,166,69,umbala,102,205,umbala.txt
umbala,107,130,um_in,99,66,umbala.txt
um_in,99,63,umbala,108,127,umbala.txt
um_in,29,71,umbala,217,186,umbala.txt
veins,230,166,ve_in,251,287,veins.txt
ve_in,251,283,veins,230,161,veins.txt
ve_in,261,315,ve_in,177,297,veins.txt
ve_in,177,293,ve_in,261,311,veins.txt
veins,150,179,ve_in,349,223,veins.txt
ve_in,349,219,veins,150,175,veins.txt
ve_in,347,250,ve_in,282,223,veins.txt
ve_in,286,223,ve_in,352,250,veins.txt
veins,114,278,ve_in,183,207,veins.txt
ve_in,183,203,veins,110,278,veins.txt
veins,128,270,ve_in,201,211,veins.txt
ve_in,206,211,veins,128,266,veins.txt
veins,130,238,ve_in,99,219,veins.txt
ve_in,99,215,veins,127,235,veins.txt
ve_in,76,229,ve_in,75,160,veins.txt
ve_in,71,160,ve_in,72,229,veins.txt
veins,148,220,ve_in,252,127,veins.txt
ve_in,256,127,veins,150,215,veins.txt
ve_in,224,115,ve_in,313,114,veins.txt
ve_in,309,114,ve_in,220,115,veins.txt
veins,197,260,ve_in,351,321,veins.txt
ve_in,351,317,veins,197,255,veins.txt
veins,88,173,ve_in,77,295,veins.txt
ve_in,77,291,veins,88,168,veins.txt
ve_in,98,299,ve_in,124,372,veins.txt
ve_in,128,372,ve_in,102,299,veins.txt
veins,337,231,ve_in,194,374,veins.txt
ve_in,194,369,veins,331,231,veins.txt
veins,267,230,ve_in02,17,19,veins.txt
ve_in02,13,19,veins,269,225,veins.txt
veins,143,25,ve_fild07,147,366,veins.txt
veins,218,361,ve_fild06,148,225,veins.txt
yuno,158,15,yuno_fild04,231,284,yuno.txt
yuno,117,135,yuno_in01,116,37,yuno.txt
yuno_in01,116,40,yuno,120,138,yuno.txt
yuno,48,105,yuno_in01,37,176,yuno.txt
yuno_in01,40,176,yuno,51,105,yuno.txt
yuno_in01,32,182,yuno_in01,86,164,yuno.txt
yuno_in01,82,164,yuno_in01,28,182,yuno.txt
yuno,48,151,yuno_in01,30,100,yuno.txt
yuno_in01,34,100,yuno,51,151,yuno.txt
yuno,93,180,yuno_in04,33,127,yuno.txt
yuno_in04,33,130,yuno,95,184,yuno.txt
yuno,196,138,yuno_in01,32,33,yuno.txt
yuno_in01,32,36,yuno,193,142,yuno.txt
yuno,264,87,yuno_in01,168,101,yuno.txt
yuno_in01,168,104,yuno,264,90,yuno.txt
yuno,341,203,yuno_in04,32,58,yuno.txt
yuno_in04,29,58,yuno,338,203,yuno.txt
yuno_in04,52,58,yuno_in04,97,58,yuno.txt
yuno_in04,95,58,yuno_in04,50,58,yuno.txt
yuno_in04,103,64,yuno_in04,103,95,yuno.txt
yuno_in04,103,93,yuno_in04,103,62,yuno.txt
yuno_in04,115,64,yuno_in04,115,95,yuno.txt
yuno_in04,115,93,yuno_in04,115,62,yuno.txt
yuno_in04,115,51,yuno_in04,115,20,yuno.txt
yuno_in04,115,22,yuno_in04,115,53,yuno.txt
yuno_in04,103,51,yuno_in04,103,20,yuno.txt
yuno_in04,103,22,yuno_in04,103,53,yuno.txt
yuno_in04,122,57,yuno_in04,164,110,yuno.txt
yuno_in04,161,110,yuno_in04,120,57,yuno.txt
yuno,323,284,yuno_in03,167,22,yuno.txt
yuno_in03,167,19,yuno,323,280,yuno.txt
yuno_in03,167,72,yuno_in03,179,113,yuno.txt
yuno_in03,179,109,yuno_in03,167,69,yuno.txt
yuno_in03,186,119,yuno_in03,163,174,yuno.txt
yuno_in03,161,174,yuno_in03,183,119,yuno.txt
yuno_in03,186,131,yuno_in03,163,187,yuno.txt
yuno_in03,161,187,yuno_in03,183,131,yuno.txt
yuno_in03,173,118,yuno_in03,120,178,yuno.txt
yuno_in03,124,178,yuno_in03,176,118,yuno.txt
yuno_in03,111,192,yuno_in03,162,132,yuno.txt
yuno_in03,162,129,yuno_in03,111,189,yuno.txt
yuno_in03,153,134,yuno_in03,62,186,yuno.txt
yuno_in03,66,186,yuno_in03,155,134,yuno.txt
yuno,278,293,yuno_in03,25,15,yuno.txt
yuno_in03,25,11,yuno,278,290,yuno.txt
yuno_in03,32,89,yuno_in03,25,53,yuno.txt
yuno_in03,25,56,yuno_in03,32,92,yuno.txt
yuno,284,366,yuno_in03,224,23,yuno.txt
yuno_in03,224,19,yuno,284,363,yuno.txt
yuno_in03,219,50,yuno_in03,104,118,yuno.txt
yuno_in03,104,115,yuno_in03,219,47,yuno.txt
yuno_in03,244,52,yuno_in03,235,94,yuno.txt
yuno_in03,235,91,yuno_in03,244,49,yuno.txt
yuno_in03,231,61,yuno_in03,239,144,yuno.txt
yuno_in03,239,141,yuno_in03,231,57,yuno.txt
yuno_in03,223,167,yuno_in03,96,54,yuno.txt
yuno_in03,96,58,yuno_in03,223,170,yuno.txt
yuno,87,321,yuno_in02,168,61,yuno.txt
yuno_in02,172,61,yuno,90,321,yuno.txt
yuno_in01,88,36,yuno_in01,173,34,yuno.txt
yuno_in01,176,34,yuno_in01,91,36,yuno.txt
yuno_in02,82,14,yuno_in05,192,194,yuno.txt
yuno_in05,196,194,yuno_in02,85,14,yuno.txt
yuno,245,147,yuno_in01,101,88,yuno.txt
yuno_in01,101,85,yuno,245,144,yuno.txt
yuno_in05,31,167,yuno_in05,50,85,yuno.txt
yuno_in05,50,88,yuno_in02,85,14,yuno.txt
yuno,195,87,yuno_in04,189,28,yuno.txt
yuno_in04,192,28,yuno,198,87,yuno.txt
yuno_pre,52,22,yuno_pre,37,23,yuno.txt
yuno_pre,87,22,yuno_pre,102,22,yuno.txt
yuno_pre,41,23,yuno_pre,56,22,yuno.txt
yuno_pre,18,35,yuno_pre,18,53,yuno.txt
yuno_pre,98,22,yuno_pre,83,22,yuno.txt
yuno_pre,18,48,yuno_pre,18,31,yuno.txt
yuno_pre,18,77,yuno_pre,18,96,yuno.txt
yuno_pre,113,48,yuno_pre,84,22,yuno.txt
yuno_pre,81,68,yuno_pre,95,68,yuno.txt
yuno_pre,18,92,yuno_pre,18,73,yuno.txt
yuno,157,322,yuno_pre,69,13,yuno.txt
yuno_pre,69,10,yuno,157,317,yuno.txt
amatsu,248,292,ama_fild01,75,33,amatsu_fild.txt
ama_fild01,75,30,amatsu,248,289,amatsu_fild.txt
ama_fild01,174,331,ama_in01,175,174,amatsu_fild.txt
ama_in01,175,171,ama_fild01,174,328,amatsu_fild.txt
ama_fild01,330,141,ama_in01,174,124,amatsu_fild.txt
ama_in01,174,121,ama_fild01,330,138,amatsu_fild.txt
bra_fild01,72,34,brasilis,309,334,bra_fild.txt
brasilis,308,336,bra_fild01,74,34,bra_fild.txt
yuno_fild04,251,21,ein_fild06,252,363,ein_fild.txt
ein_fild06,252,365,yuno_fild04,251,23,ein_fild.txt
yuno_fild07,73,219,ein_fild06,338,170,ein_fild.txt
ein_fild06,340,170,yuno_fild07,75,219,ein_fild.txt
yuno_fild07,56,76,ein_fild06,354,94,ein_fild.txt
ein_fild06,356,94,yuno_fild07,58,76,ein_fild.txt
yuno_fild11,28,266,ein_fild07,380,263,ein_fild.txt
ein_fild07,382,263,yuno_fild11,30,266,ein_fild.txt
ein_fild06,135,35,ein_fild07,147,360,ein_fild.txt
ein_fild07,145,362,ein_fild06,135,37,ein_fild.txt
ein_fild07,191,42,ein_fild10,194,370,ein_fild.txt
ein_fild10,194,372,ein_fild07,191,44,ein_fild.txt
ein_fild10,24,331,ein_fild09,327,346,ein_fild.txt
ein_fild09,329,346,ein_fild10,26,331,ein_fild.txt
ein_fild09,34,132,ein_fild08,361,128,ein_fild.txt
ein_fild08,363,128,ein_fild09,36,132,ein_fild.txt
einbech,62,29,ein_fild09,74,350,ein_fild.txt
ein_fild09,71,352,einbech,62,32,ein_fild.txt
ein_fild04,20,251,ein_fild03,361,257,ein_fild.txt
ein_fild03,363,257,ein_fild04,22,251,ein_fild.txt
ein_fild04,14,215,ein_fild03,359,219,ein_fild.txt
ein_fild03,361,219,ein_fild04,16,215,ein_fild.txt
ein_fild04,14,205,ein_fild03,359,204,ein_fild.txt
ein_fild03,361,204,ein_fild04,16,205,ein_fild.txt
ein_fild03,142,32,lhz_fild02,166,365,ein_fild.txt
lhz_fild02,166,367,ein_fild03,142,34,ein_fild.txt
lhz_fild02,164,37,lhz_fild03,158,347,ein_fild.txt
lhz_fild03,158,349,lhz_fild02,164,39,ein_fild.txt
lhz_fild03,363,283,ein_fild08,25,275,ein_fild.txt
ein_fild08,23,275,lhz_fild03,361,283,ein_fild.txt
gefenia01,37,103,gefenia04,283,95,gefenia.txt
gefenia01,199,269,gefenia02,203,34,gefenia.txt
gefenia01,220,256,gefenia02,240,23,gefenia.txt
gefenia02,17,175,gefenia03,266,168,gefenia.txt
gefenia02,19,237,gefenia03,264,236,gefenia.txt
gefenia02,203,31,gefenia01,199,266,gefenia.txt
gefenia02,240,20,gefenia01,223,256,gefenia.txt
gefenia03,58,26,gefenia04,33,270,gefenia.txt
gefenia03,145,27,gefenia04,130,272,gefenia.txt
gefenia03,267,236,gefenia02,22,237,gefenia.txt
gefenia03,269,168,gefenia02,20,175,gefenia.txt
gefenia04,130,275,gefenia03,145,30,gefenia.txt
gefenia04,33,273,gefenia03,58,29,gefenia.txt
gefenia04,287,95,gefenia01,40,103,gefenia.txt
gef_fild06,20,304,glast_01,370,304,glastheim.txt
gl_cas01,135,40,gl_cas01,144,314,glastheim.txt
gl_cas01,149,314,gl_prison,14,70,glastheim.txt
gl_cas01,167,191,gl_prison,14,70,glastheim.txt
gl_cas01,185,236,gl_cas01,163,191,glastheim.txt
gl_cas01,200,165,gl_cas02,104,25,glastheim.txt
gl_cas01,200,18,glast_01,200,294,glastheim.txt
gl_cas01,215,236,gl_cas01,238,192,glastheim.txt
gl_cas01,234,192,gl_prison,14,70,glastheim.txt
gl_cas01,371,301,gl_prison,14,70,glastheim.txt
gl_cas01,372,39,gl_cas01,367,301,glastheim.txt
gl_cas02,104,15,gl_cas01,200,160,glastheim.txt
gl_cas02,104,193,glast_01,199,325,glastheim.txt
gl_church,156,4,glast_01,200,134,glastheim.txt
